400;0;106;
401;0;104;
402;0;100;
403;0;97;
404;0;95;
405;0;95;
406;0;94;
407;0;95;
408;0;96;
409;0;96;
410;0;96;
411;0;97;
412;0;97;
413;0;98;
414;0;98;
415;0;99;
416;0;100;
417;0;101;
418;0;101;
419;0;102;
420;0;102;
421;0;103;
422;0;103;
423;0;103;
424;0;104;
425;0;103;
426;0;102;
427;0;101;
428;0;101;
429;0;100;
430;0;99;
431;0;97;
432;0;96;
433;0;94;
434;0;92;
435;0;91;
436;0;89;
437;0;87;
438;0;85;
439;0;82;
440;0;80;
441;0;77;
442;0;74;
443;0;70;
444;0;68;
445;0;63;
446;0;60;
447;0;57;
448;0;53;
449;0;49;
450;0;46;
451;0;45;
452;0;43;
453;0;42;
454;0;41;
455;0;44;
456;0;46;
457;0;48;
458;0;50;
459;0;51;
460;0;53;
461;0;53;
462;0;53;
463;0;53;
464;0;51;
465;0;50;
466;0;49;
467;0;48;
468;0;47;
469;0;47;
470;0;47;
471;0;47;
472;0;48;
473;0;50;
474;0;51;
475;0;53;
476;0;56;
477;0;58;
478;0;61;
479;0;63;
480;0;65;
481;0;67;
482;0;69;
483;0;70;
484;0;70;
485;0;71;
486;0;71;
487;0;70;
488;0;69;
489;0;69;
490;0;66;
491;0;65;
492;0;63;
493;0;64;
494;0;61;
495;0;62;
496;0;62;
497;0;64;
498;0;65;
499;0;66;
500;0;68;
